product_category,total_orders,detractors,pct_detractors,avg_year
"['AUS Manchester - Blankets & Throws,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Furniture - Entertainment - TV Units,AUS Outdoor - All Planters']",2,0,0.0,2020.0
"['AUS Bags - Bags,AUS Furniture - Outdoor - Sun Lounges & Deck Chairs']",1,1,100.0,2020.0
"['AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Seating - Sofas & Lounge Sets']",11,4,36.36,2019.0
"['AUS Dinnerware - Teacups & Mugs,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Furniture - Bedroom - Beds,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilt Covers']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Home Décor - Photo & Picture Frames,AUS Home Décor - Photo & Picture Frames']",2,0,0.0,2020.0
"['AUS Manchester - Beach Towels,AUS Manchester - Beach Towels']",5,1,20.0,2019.0
['AUS Office - Visitor & Stackable Chairs'],34,8,23.53,2019.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Kids & Toddler Beds,AUS Furniture - Bedroom - Bed Mattresses']",1,1,100.0,2020.0
"['AUS Home Décor - Wall Art,AUS Dinnerware - Serving Pieces']",3,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Rugs - Rugs,AUS Rugs - Rugs']",5,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Beds']",4,1,25.0,2019.0
"['AUS Home Décor - Wall Art,AUS Manchester - Quilt Covers']",14,3,21.43,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Kids - Outdoor Play']",1,0,0.0,2019.0
"['AUS Home Décor - Jewellery Boxes,AUS Home Décor - Jewellery Boxes,AUS Home Décor - Jewellery Boxes']",10,2,20.0,2019.0
"['AUS Furniture - Bedroom - Bedheads,AUS Furniture - Bedroom - Bedheads,AUS Furniture - Bedroom - Bedheads,AUS Furniture - Entertainment - TV Units']",1,1,100.0,2020.0
"['AUS Office - Desks,AUS S&O - Boxes & Baskets,AUS Manchester - Home - Curtains,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Manchester - Bedspreads,Coverlets & Comforters']",19,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Manchester - Home - Cushions,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Manchester - Home - Cushions']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Bedroom - Beds,AUS Home Décor - Mirrors,AUS Home Décor - Mirrors,AUS Outdoor - All Planters,AUS Furniture - Dining - Buffets & Sideboards']",1,0,0.0,2019.0
"['AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Outdoor - All Planters,AUS Home Décor - Vases,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Home Décor - Clocks,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Furniture - Outdoor - Dining Sets,AUS Outdoor - Cushions,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Outdoor - Chairs']",1,0,0.0,2020.0
"['AUS Furniture - Seating - Bean Bags,AUS Home Décor - Clocks']",1,0,0.0,2019.0
"['AUS Furniture - Armchairs,AUS Furniture - Occasional - Ottomans & Stools']",5,0,0.0,2019.0
"['AUS Manchester - Home - Dining & Table Linens,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS Furniture - Occasional - Console Tables']",9,0,0.0,2020.0
"['AUS Manchester - Pillowcases,AUS Manchester - Pillows,AUS Fitness - Gym Equipment']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Home Décor - Candles & Diffusers,AUS Home Décor - Mirrors,AUS Manchester - Pillowcases,AUS Home Décor - Candle Holders,AUS Home Décor - Wall Accents,AUS Home Décor - Mirrors,AUS Outdoor - Garden - Statues,AUS Rugs - Doormats,AUS Manchester - Home - Cushions,AUS Furniture - Bedroom - Wardrobes,AUS Rugs - Doormats']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Home Décor - Clocks,AUS Office - Office Chairs,AUS Office - Office Chairs,AUS Home Décor - Room Dividers']",1,0,0.0,2020.0
"['AUS S&O - Cupboards,AUS S&O - Cupboards,AUS S&O - Cupboards']",2,1,50.0,2020.0
"['AUS Pet - Toilet Training & Litter Trays,AUS Pet - Toilet Training & Litter Trays']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Furniture - Armchairs']",1,1,100.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Bed Sheets,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Manchester - Blankets & Throws,AUS Lighting - Indoor - Lamps,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Lighting - Indoor - Lamps']",1,1,100.0,2018.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Mattress Protectors & Accessories']",5,0,0.0,2019.0
"['AUS Furniture - Armchairs,AUS Furniture - Occasional - Ottomans & Stools,AUS Lighting - Indoor - Lamps,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Manchester - Home - Cushions,AUS Manchester - Blankets & Throws']",1,0,0.0,2018.0
"['AUS Home Décor - Jewellery Boxes,AUS Electrical Appliances (excl. Kitchen Appliances),AUS S&O - Laundry Baskets & Organisation,AUS Gift & Novelty - Gift Ideas']",1,0,0.0,2019.0
"['AUS Manchester - Pillows,AUS Kitchenware - [Table] Coasters & Trivets']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Photo & Picture Frames']",1,0,0.0,2019.0
"['AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Teacups & Mugs']",3,1,33.33,2019.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Rugs - Rugs,AUS Furniture - Occasional - Side/End Tables']",1,1,100.0,2019.0
"['AUS Rugs - Rugs,AUS Home Décor - Wall Accents,AUS Manchester - Pillows']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Manchester - Quilt Covers']",3,1,33.33,2019.0
"['AUS Rugs - Doormats,AUS Furniture - Dining - Buffets & Sideboards,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Rugs - Doormats']",3,1,33.33,2019.0
"['AUS Manchester - Quilts,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Furniture - Bedroom - Beds,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Furniture - Bedroom - Beds']",1,1,100.0,2019.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Occasional - Side/End Tables,AUS Toys - Toys (ALL TOYS),AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Toys - Toys (ALL TOYS)']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Home Décor - Clocks,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Pillowcases,AUS Manchester - Blankets & Throws']",1,1,100.0,2019.0
"['AUS Lighting - Light Bulbs,AUS Furniture - Occasional - Ottomans & Stools,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Furniture - Dining - Dining Tables']",10,1,10.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Lighting - Party Lights']",2,0,0.0,2020.0
"['AUS Home Décor - Decorative Bowls,AUS Manchester - Home - Cushions,AUS Home Décor - Candle Holders']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Furniture - Bar Stools,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2020.0
"['AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils']",2,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilts,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets']",1,0,0.0,2020.0
"['AUS Outdoor - All Planters,AUS Outdoor - Umbrellas & Gazebos']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bedheads']",4,0,0.0,2019.0
"['AUS Kids - Toys,AUS Manchester - Quilt Covers,AUS Seasonal - Christmas Trees']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,1,100.0,2020.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Manchester - Pillowcases,AUS Manchester - Pillowcases,AUS S&O - Wall Hooks & Racks,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2020.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS S&O - Kitchen - Food Storage and Organisation,AUS S&O - Kitchen - Food Storage and Organisation']",2,0,0.0,2020.0
"['AUS Lighting - Outdoor Lighting,AUS Kids - Toys,AUS Kids - Toys']",1,0,0.0,2020.0
"['AUS Outdoor - All Planters,AUS Manchester - Blankets & Throws']",2,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Home Décor - Wall Accents,AUS Manchester - Bed Sheets']",1,0,0.0,2018.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Armchairs']",1,0,0.0,2018.0
"['AUS Furniture - Entertainment - TV Units,AUS Office - Filing Cabinets']",1,0,0.0,2020.0
"['AUS Manchester - Home - Blinds,AUS Manchester - Home - Blinds,AUS Manchester - Home - Blinds']",4,0,0.0,2020.0
"['AUS Dinnerware - Cutlery Sets,AUS S&O - Kitchen - Food Storage and Organisation,AUS Dinnerware - Cutlery Sets']",1,0,0.0,2018.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Bar Stools']",18,3,16.67,2019.0
"['AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills,AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills']",8,1,12.5,2020.0
"['AUS Baby - Bedding,AUS Baby - Bedding,AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations']",1,0,0.0,2019.0
"['AUS Kids - Furniture - Tables & Chairs,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Dinnerware - Serving Pieces,AUS Home Décor - Vases']",1,0,0.0,2019.0
"['AUS Pet - [Dog & Cat] Pet Beds & Blankets,AUS Manchester - Pillows,AUS Pet - [Dog & Cat] Pet Beds & Blankets,AUS Pet - [Dog & Cat] Pet Beds & Blankets']",1,1,100.0,2019.0
"['AUS Furniture - Outdoor - Chairs,AUS Furniture - Outdoor - Tables']",14,2,14.29,2020.0
"['AUS Manchester - Blankets & Throws,AUS Office - Filing Cabinets']",2,1,50.0,2019.0
"['AUS Lighting - Fan - Ceiling Fans,AUS Lighting - Indoor - Ceiling Fixtures']",2,0,0.0,2020.0
"['AUS Kitchenware - [Home] Cleaning Solutions,AUS S&O - Rubbish Bins']",1,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Occasional - Console Tables,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Dinnerware - Serving Pieces,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Rugs - Rugs,AUS Rugs - Rugs']",4,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Furniture - Dining - Buffets & Sideboards,AUS Furniture - Entertainment - TV Units,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Wine Racks & Cabinets']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables,AUS Furniture - Dining - Dining Chairs,AUS S&O - Bookcases & Shelving Units,AUS Furniture - Entertainment - TV Units']",1,1,100.0,2019.0
"['AUS Kitchenware - [Appliances] Cooking Appliances & Microwaves,AUS Dinnerware - Cutlery Sets']",1,0,0.0,2020.0
"['AUS Furniture - Bar Stools,AUS Outdoor - Garden - Statues']",1,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Bathroomware - Bathroom Accessories,AUS Home Décor - Decorative Bowls']",1,0,0.0,2020.0
"['AUS Kids - Toys,AUS Kids - Toys,AUS Kids - Toys,AUS Kids - Toys,AUS Home Décor - Mirrors,AUS Seasonal - Christmas Decorations']",1,0,0.0,2020.0
"['AUS Dinnerware - Dinnerware Sets,AUS Lighting - Outdoor Lighting']",1,0,0.0,2020.0
"['AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Chairs,AUS Manchester - Blankets & Throws']",3,0,0.0,2020.0
"['AUS Kitchenware - [Cooking] Casseroles/Dutch Ovens,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS Kitchenware - [Cooking] Frying Pans']",1,0,0.0,2020.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Rugs - Rugs,AUS Rugs - Rugs']",4,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Home Décor - Jewellery Boxes,AUS Home Décor - Jewellery Boxes,AUS Home Décor - Jewellery Boxes']",1,1,100.0,2020.0
"['AUS Rugs - Rugs,AUS Outdoor - Pools & Accessories,AUS Outdoor - Pools & Accessories,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Dinnerware - Cutlery Sets,AUS Lighting - Outdoor Lighting']",2,0,0.0,2020.0
"['AUS S&O - Boxes & Baskets,AUS Home Décor - Vases,AUS Outdoor - All Planters,AUS Furniture - Occasional - Console Tables']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Rugs - Rugs,AUS Rugs - Rugs']",2,1,50.0,2019.0
"['AUS Furniture - Bedroom - Bedheads,AUS Lighting - Indoor - Ceiling Fixtures']",2,0,0.0,2019.0
"['AUS Manchester - Pillowcases,AUS Furniture - Occasional - Console Tables,AUS Rugs - Rugs,AUS Manchester - Quilt Covers,AUS Furniture - Drinks Trolleys & Serving Carts,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Entertainment - TV Units,AUS Home Décor - Vases,AUS Home Décor - Wall Shelving,AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS S&O - Kitchen - Food Storage and Organisation']",1,0,0.0,2019.0
"['AUS Furniture - Seating - Bean Bags,AUS Pet - [Small Anim] Cages & Hutches (no bird cages)']",1,0,0.0,2019.0
"['AUS Home Décor - Vases,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Vases']",1,0,0.0,2019.0
"['AUS Decorating - Paint,AUS Decorating - Paint,AUS Decorating - Paint']",2,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Bathroomware - Bathroom Accessories,AUS Office - Office Chairs']",1,1,100.0,2019.0
"['AUS Rugs - Rugs,AUS Home Décor - Candles & Diffusers']",2,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Furniture - Occasional - Ottomans & Stools']",5,0,0.0,2020.0
"['AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Dinnerware Sets']",2,0,0.0,2019.0
"['AUS Pet - [Cat] Cat Trees & Scratching Posts,AUS Kitchenware - Knives']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2020.0
"['AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces']",4,1,25.0,2020.0
"['AUS Home Décor - Mirrors,AUS Home Décor - Decorative Bowls,AUS Home Décor - Clocks,AUS Home Décor - Statues & Ornaments']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Occasional - Console Tables']",5,0,0.0,2020.0
"['AUS Furniture - Bedroom - Chest of Drawers,AUS Furniture - Bedroom - Bed Mattresses']",2,0,0.0,2020.0
"['AUS Home Décor - Candles & Diffusers,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Pillows']",1,0,0.0,2020.0
"['AUS Dinnerware - Cutlery Sets,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Chest of Drawers,AUS Rugs - Rugs']",7,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bedheads,AUS Furniture - Bedroom - Bed Mattresses']",1,0,0.0,2020.0
"['AUS Home Décor - Statues & Ornaments,AUS Seasonal - Christmas Decorations,AUS Furniture - Occasional - Coffee Tables']",1,0,0.0,2020.0
"['AUS Lighting - Party Lights,AUS Seasonal - Christmas Lights']",3,0,0.0,2020.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Home Décor - Candles & Diffusers,AUS Furniture - Armchairs']",1,1,100.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls']",1,0,0.0,2018.0
"['AUS Lighting - Indoor - Lamps,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Bedroom - Bedheads,AUS Manchester - Quilt Covers,AUS Furniture - Bar Stools']",1,0,0.0,2019.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Teacups & Mugs']",5,0,0.0,2020.0
"['AUS Dinnerware - Serving Cutlery,AUS Rugs - Rugs']",1,0,0.0,2018.0
"['AUS Dinnerware - Teacups & Mugs,AUS Rugs - Rugs,AUS Rugs - Rugs']",2,0,0.0,2019.0
"['AUS Furniture - Outdoor - Chairs,AUS Furniture - Outdoor - Chairs,AUS Furniture - Outdoor - Benches,AUS Furniture - Outdoor - Tables']",1,1,100.0,2018.0
"['AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS S&O - Bookcases & Shelving Units,AUS Manchester - Mattress Toppers'
 'Pads' 'Underlays']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2018.0
"['AUS Office - Desks,AUS Office - Filing Cabinets,AUS Lighting - Outdoor Lighting,AUS S&O - Laundry Baskets & Organisation,AUS Office - Office Chairs,AUS S&O - Laundry Baskets & Organisation,AUS Home Décor - Clocks,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2019.0
"['AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Dinnerware Sets']",8,1,12.5,2019.0
"['AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
"['AUS Office - Office Chairs,AUS Office - Office Chairs,AUS Rugs - Rugs']",2,1,50.0,2019.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Plates & Bowls,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2019.0
"['AUS Seasonal - Christmas Decorations,AUS Outdoor - All Planters']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Outdoor - All Planters']",2,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Furniture - Bedroom - Beds,AUS Rugs - Rugs']",2,1,50.0,2019.0
"['AUS Toys - Toys (ALL TOYS),AUS Kids - Furniture - Tables & Chairs,AUS Toys - Toys (ALL TOYS),AUS Toys - Toys (ALL TOYS)']",1,0,0.0,2019.0
"['AUS S&O - Boxes & Baskets,AUS Home Décor - Clocks']",1,0,0.0,2019.0
"['AUS Office - Ergonomic Accessories,AUS Office - Ergonomic Accessories']",5,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2020.0
"['AUS Kitchenware - [Cooking] Utensils,AUS Furniture - Dining - Buffets & Sideboards']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilts,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Furniture - Occasional - Ottomans & Stools']",7,1,14.29,2019.0
"['AUS Kitchenware - [Cooking] Sauce & Saute Pans,AUS Kitchenware - [Cooking] Sauce & Saute Pans']",13,1,7.69,2020.0
"['AUS Baby - Baby Safety,AUS S&O - Cupboards']",7,2,28.57,2020.0
"['AUS Outdoor - Firepits & Patio Heaters,AUS Lighting - Party Lights']",2,0,0.0,2020.0
"['AUS Kitchenware - Knives,AUS Kids - Toys,AUS Kids - Outdoor Play']",1,0,0.0,2020.0
"['AUS Lighting - Fan - Ceiling Fans,AUS Lighting - Fan - Ceiling Fans,AUS Lighting - Fan - Ceiling Fans,AUS Lighting - Fan - Ceiling Fans,AUS Lighting - Fan - Ceiling Fans']",1,1,100.0,2020.0
"['AUS Office - Desks,AUS Furniture - Dining - Dining Sets,AUS Furniture - Furniture Covers,AUS Furniture - Furniture Covers,AUS Dinnerware - Dinnerware Sets,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions,AUS Manchester - Pillows,AUS Manchester - Pillows,AUS Manchester - Pillows,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Furniture - Occasional - Console Tables,AUS Furniture - Occasional - Console Tables,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Bathroomware - Bathroom Accessories,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Blankets & Throws,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2019.0
